ID,Name,Source,Type,Qualité,URL
 76633, Héliolite rapide parfaite,Joaillerie, Gemme jaune,Rare,https://www.wowhead.com/mop-classic/fr/item= 76633
 82928, Epaulières forgées par les fantômes,Fabriqué, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82928
 76631, Héliolite lisse parfaite,Joaillerie, Gemme jaune,Rare,https://www.wowhead.com/mop-classic/fr/item= 76631
 76891, Diamant primordial de puissance,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76891
 76887, Diamant primordial véloce,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76887
 82968, Bouclier ouvragé en sanctacier,Forge, Bouclier,Rare,https://www.wowhead.com/mop-classic/fr/item= 82968
 93622, Heaume artisanal du gladiateur effroyable en plaques,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 93622
 93556, Chaperon artisanal du gladiateur effroyable en satin,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93556
 82927, Heaume forgé par les fantômes,Fabriqué, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82927
 76570, Lapis-lazuli rigide parfait,Joaillerie, Gemme bleue,Rare,https://www.wowhead.com/mop-classic/fr/item= 76570
 76685, Améthyste impériale mystérieuse,Fabriqué, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76685
 82434, Crispins de belligérant en satin,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 82434
 89674, Améthyste impériale contractée,Fabriqué, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 89674
 90905, Collier d’ombrefeu,Joaillerie, Amulette,Rare,https://www.wowhead.com/mop-classic/fr/item= 90905
 76575, Alexandrite perforante parfaite,Joaillerie, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76575
 82971, Lame ouvragée forgée par les fantômes,Forge, Épée à une main,Rare,https://www.wowhead.com/mop-classic/fr/item= 82971
 76656, Jade sauvage surpuissant,Fabriqué, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76656
 76688, Améthyste impériale de gardien,Fabriqué, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76688
 93500, Capuche artisanale du gladiateur effroyable en soie,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93500
 83800, Anneau de chute du lion,Joaillerie, Anneau,Rare,https://www.wowhead.com/mop-classic/fr/item= 83800
 94581, Réédition du Marteau poing-de-drake,Forge, Masse à une main,Rare,https://www.wowhead.com/mop-classic/fr/item= 94581
 76616, Pierre sournoise voilée parfaite,Joaillerie, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76616
 98786, Heaume artisanal du gladiateur malveillant en plaques d’effroi,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 98786
 100905, Rob-les-Bons-Tuyaux,Ingénierie, Compagnon,Rare,https://www.wowhead.com/mop-classic/fr/item= 100905
 93608, Cape de prouesse artisanale du gladiateur effroyable,Couture, Cape,Rare,https://www.wowhead.com/mop-classic/fr/item= 93608
 77528, Carabine de précision en trillium,Ingénierie, Arme à feu,Rare,https://www.wowhead.com/mop-classic/fr/item= 77528
 76639, Cœur du fleuve solide,Fabriqué, Gemme bleue,Rare,https://www.wowhead.com/mop-classic/fr/item= 76639
 83798, Bague d’ombre en pierre sournoise,Joaillerie, Anneau,Rare,https://www.wowhead.com/mop-classic/fr/item= 83798
 76630, Grenat pandaren soutenu parfait,Joaillerie, Gemme rouge,Rare,https://www.wowhead.com/mop-classic/fr/item= 76630
 76638, Cœur du fleuve étincelant,Fabriqué, Gemme bleue,Rare,https://www.wowhead.com/mop-classic/fr/item= 76638
 93590, Cotte de mailles artisanale du gladiateur effroyable,Travail du Cuir, Armures en mailles,Rare,https://www.wowhead.com/mop-classic/fr/item= 93590
 93503, Amict artisanal du gladiateur effroyable en soie,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93503
 85804, Epaulières de belligérant en cuir,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 85804
 93455, Heaume artisanal du gladiateur effroyable en plaques d’effroi,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 93455
 90492, Heaume en peau brumeuse,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 90492
 93420, Cape de cruauté artisanale du gladiateur effroyable,Couture, Cape,Rare,https://www.wowhead.com/mop-classic/fr/item= 93420
 94575, Réédition du Tranchant planaire,Forge, Hache à une main,Rare,https://www.wowhead.com/mop-classic/fr/item= 94575
 76627, Grenat pandaren précis parfait,Joaillerie, Gemme rouge,Rare,https://www.wowhead.com/mop-classic/fr/item= 76627
 82966, Décimateur lamesprit,Forge, Hache à deux mains,Rare,https://www.wowhead.com/mop-classic/fr/item= 82966
 93437, Drapé de cruauté artisanal du gladiateur effroyable,Couture, Cape,Rare,https://www.wowhead.com/mop-classic/fr/item= 93437
 76663, Onyx vermillon résolu,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76663
 83802, Reflet de la mer,Joaillerie, Amulette,Rare,https://www.wowhead.com/mop-classic/fr/item= 83802
 76606, Opale du tigre artistique parfaite,Joaillerie, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76606
 94587, Réédition de la Garde du feu,Forge, Épée à une main,Rare,https://www.wowhead.com/mop-classic/fr/item= 94587
 82950, Ceinture de revenant de belligérant,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82950
 94576, Réédition du Croissant lunaire,Forge, Hache à deux mains,Rare,https://www.wowhead.com/mop-classic/fr/item= 94576
 93551, Heaume artisanal du gladiateur effroyable en étoffe lunaire,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93551
 82948, Brassards de revenant de belligérant,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82948
 77527, Chasseur de gros gibiers,Ingénierie, Arme à feu,Rare,https://www.wowhead.com/mop-classic/fr/item= 77527
 82422, Amict de belligérant en soie,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 82422
 83801, Bague du sang,Joaillerie, Anneau,Rare,https://www.wowhead.com/mop-classic/fr/item= 83801
 76671, Onyx vermillon effilé,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76671
 82423, Grande tenue de belligérant en soie,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 82423
 76592, Opale du tigre mortelle parfaite,Joaillerie, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76592
 76601, Opale du tigre pernicieuse parfaite,Joaillerie, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76601
 85796, Epaulières de belligérant en écailles de dragon,Travail du Cuir, Armures en mailles,Rare,https://www.wowhead.com/mop-classic/fr/item= 85796
 76897, Diamant primordial nitescent,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76897
 82425, Pantalon de belligérant en soie,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 82425
 93438, Drapé de prouesse artisanal du gladiateur effroyable,Couture, Cape,Rare,https://www.wowhead.com/mop-classic/fr/item= 93438
 76645, Jade sauvage zen,Fabriqué, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76645
 85800, Corselet de belligérant en cuir,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 85800
 76879, Diamant primordial de braise,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76879
 90478, Epaulières en éolaine,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 90478
 93616, Capuche artisanale du gladiateur effroyable en tisse-gangrène,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93616
 90490, Epaulières en peau brumeuse,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 90490
 98827, Chausses artisanales du gladiateur malveillant en soie,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 98827
 76593, Opale du tigre intelligente parfaite,Joaillerie, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76593
 85818, Heaume de belligérant en peau de wyrm,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 85818
 93615, Garde-mains artisanaux du gladiateur effroyable en tisse-gangrène,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93615
 82946, Gantelets de revenant de belligérant,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82946
 98866, Heaume artisanal du gladiateur malveillant en étoffe lunaire,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 98866
 82952, Epaulières spirituelles de belligérant,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82952
 93553, Robe artisanale du gladiateur effroyable en étoffe lunaire,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93553
 93571, Heaume en cuir artisanal du gladiateur effroyable,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 93571
 76618, Pierre sournoise gravée parfaite,Joaillerie, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76618
 76654, Jade sauvage énergique,Fabriqué, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76654
 90496, Bottes en peau brumeuse,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 90496
 76650, Jade sauvage brisé,Fabriqué, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76650
 82431, Grande tenue de belligérant en satin,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 82431
 82921, Cuirasse de garde-esprit ouvragée,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82921
 82944, Epaulières de revenant de belligérant,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82944
 82964, Lame forgée par les fantômes,Forge, Épée à une main,Rare,https://www.wowhead.com/mop-classic/fr/item= 82964
 83804, Chaîne de veuve,Joaillerie, Amulette,Rare,https://www.wowhead.com/mop-classic/fr/item= 83804
 85799, Brassards de belligérant en cuir,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 85799
 90487, Epaulières tempécaille,Travail du Cuir, Armures en mailles,Rare,https://www.wowhead.com/mop-classic/fr/item= 90487
 76673, Onyx vermillon raffiné,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76673
 83799, Chevalière de seigneur,Joaillerie, Anneau,Rare,https://www.wowhead.com/mop-classic/fr/item= 83799
 90494, Corselet en peau brumeuse,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 90494
 82947, Cuissards de revenant de belligérant,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82947
 93552, Jambières artisanales du gladiateur effroyable en étoffe lunaire,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93552
 76892, Diamant primordial énigmatique,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76892
 82421, Capuche de belligérant en soie,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 82421
 82932, Brassards forgés par les fantômes,Fabriqué, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82932
 90479, Chaperon en éolaine,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 90479
 85820, Epaulières de belligérant en peau de wyrm,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 85820
 93501, Chausses artisanales du gladiateur effroyable en soie,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93501
 76647, Jade sauvage vif,Fabriqué, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76647
 82933, Bottes forgées par les fantômes,Fabriqué, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82933
 76594, Opale du tigre toute-puissante parfaite,Joaillerie, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76594
 82931, Cuissards forgés par les fantômes,Fabriqué, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82931
 76634, Héliolite fracturée parfaite,Joaillerie, Gemme jaune,Rare,https://www.wowhead.com/mop-classic/fr/item= 76634
 82965, Marteau fantasmatique,Forge, Masse à une main,Rare,https://www.wowhead.com/mop-classic/fr/item= 82965
 82919, Heaume de garde-esprit ouvragé,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82919
 87562, Bâton d’épine de rose,Calligraphie, Bâton,Rare,https://www.wowhead.com/mop-classic/fr/item= 87562
 93507, Gants artisanaux du gladiateur effroyable en peau-de-fer,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 93507
 82953, Cuirasse spirituelle de belligérant,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82953
 85797, Ceinture de belligérant en cuir,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 85797
 93435, Crispins de prouesse artisanaux du gladiateur effroyable,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93435
 98756, Cape de cruauté artisanale du gladiateur malveillant,Couture, Cape,Rare,https://www.wowhead.com/mop-classic/fr/item= 98756
 102483, Médaillon de ténacité artisanal du gladiateur malveillant,Calligraphie, Bijou,Rare,https://www.wowhead.com/mop-classic/fr/item= 102483
 76617, Pierre sournoise de répresailles parfaite,Joaillerie, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76617
 76690, Améthyste impériale de défenseur,Fabriqué, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76690
 76896, Diamant primordial éternel,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76896
 82920, Epaulières de garde-esprit ouvragées,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82920
 85802, Heaume de belligérant en cuir,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 85802
 85817, Gants de belligérant en peau de wyrm,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 85817
 93505, Bottes d’empressement artisanales du gladiateur effroyable,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 93505
 93570, Gants en cuir artisanaux du gladiateur effroyable,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 93570
 85794, Heaume de belligérant en écailles de dragon,Travail du Cuir, Armures en mailles,Rare,https://www.wowhead.com/mop-classic/fr/item= 85794
 98798, Heaume en cuir de kodo artisanal du gladiateur malveillant,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 98798
 98922, Capuche artisanale du gladiateur malveillant en tisse-gangrène,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 98922
 98930, Epaulières artisanales du gladiateur malveillant en plaques,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 98930
 76894, Diamant primordial lugubre,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76894
 85853, Drapé tempécaille,Travail du Cuir, Cape,Rare,https://www.wowhead.com/mop-classic/fr/item= 85853
 90495, Brassards en peau brumeuse,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 90495
 93618, Grande tenue artisanale du gladiateur effroyable en tisse-gangrène,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93618
 93624, Epaulières artisanales du gladiateur effroyable en plaques,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 93624
 98835, Garde-jambes en peau-de-fer artisanaux du gladiateur malveillant,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 98835
 98913, Cape d’empressement artisanale du gladiateur malveillant,Couture, Cape,Rare,https://www.wowhead.com/mop-classic/fr/item= 98913
 98925, Amict artisanal du gladiateur malveillant en tisse-gangrène,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 98925
 85813, Ceinture de belligérant en peau de wyrm,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 85813
 93502, Robe artisanale du gladiateur effroyable en soie,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93502
 93607, Cape d’empressement artisanale du gladiateur effroyable,Couture, Cape,Rare,https://www.wowhead.com/mop-classic/fr/item= 93607
 76579, Alexandrite zen parfaite,Joaillerie, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76579
 76615, Pierre sournoise fiable parfaite,Joaillerie, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76615
 93509, Heaume artisanal du gladiateur effroyable en peau-de-fer,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 93509
 76608, Opale du tigre habile parfaite,Joaillerie, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76608
 76676, Onyx vermillon fragile,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76676
 76698, Rayon de soleil subtil,Fabriqué, Gemme jaune,Rare,https://www.wowhead.com/mop-classic/fr/item= 76698
 82429, Capuche de belligérant en satin,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 82429
 89676, Pierre sournoise contractée parfaite,Joaillerie, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 89676
 93498, Spallières en anneaux artisanales du gladiateur effroyable,Travail du Cuir, Armures en mailles,Rare,https://www.wowhead.com/mop-classic/fr/item= 93498
 76598, Opale du tigre infrangible parfaite,Joaillerie, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76598
 82428, Ceinture de belligérant en soie,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 82428
 83796, Cœur de la terre,Joaillerie, Anneau,Rare,https://www.wowhead.com/mop-classic/fr/item= 83796
 85819, Jambières de belligérant en peau de wyrm,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 85819
 87561, Bâton damasquiné en argent,Calligraphie, Bâton,Rare,https://www.wowhead.com/mop-classic/fr/item= 87561
 89679, Pierre sournoise d’assassin parfaite,Joaillerie, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 89679
 93428, Corde de cruauté artisanale du gladiateur effroyable,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93428
 93431, Bottines de cruauté artisanales du gladiateur effroyable,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93431
 76585, Alexandrite énergisée parfaite,Joaillerie, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76585
 76595, Opale du tigre intaillée parfaite,Joaillerie, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76595
 76605, Opale du tigre effilée parfaite,Joaillerie, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76605
 85792, Corselet de belligérant en écailles de dragon,Travail du Cuir, Armures en mailles,Rare,https://www.wowhead.com/mop-classic/fr/item= 85792
 93421, Pèlerine de prouesse artisanale du gladiateur effroyable,Couture, Cape,Rare,https://www.wowhead.com/mop-classic/fr/item= 93421
 93569, Tunique en cuir artisanale du gladiateur effroyable,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 93569
 94582, Réédition de Tonnerre,Forge, Masse à deux mains,Rare,https://www.wowhead.com/mop-classic/fr/item= 94582
 98772, Drapé de cruauté artisanal du gladiateur malveillant,Couture, Cape,Rare,https://www.wowhead.com/mop-classic/fr/item= 98772
 76577, Alexandrite de sensei parfaite,Joaillerie, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76577
 76600, Opale du tigre adroite parfaite,Joaillerie, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76600
 76604, Opale du tigre adepte parfaite,Joaillerie, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76604
 82943, Heaume de revenant de belligérant,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82943
 82955, Cuissards spirituels de belligérant,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82955
 82967, Eclat fantôme,Forge, Dague,Rare,https://www.wowhead.com/mop-classic/fr/item= 82967
 85803, Jambières de belligérant en cuir,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 85803
 93521, Garde-jambes en cuivrepeau artisanaux du gladiateur effroyable,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 93521
 93619, Amict artisanal du gladiateur effroyable en tisse-gangrène,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93619
 98785, Gantelets artisanaux du gladiateur malveillant en plaques d’effroi,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 98785
 76629, Grenat pandaren miroitant parfait,Joaillerie, Gemme rouge,Rare,https://www.wowhead.com/mop-classic/fr/item= 76629
 82430, Amict de belligérant en satin,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 82430
 85789, Ceinture de belligérant en écailles de dragon,Travail du Cuir, Armures en mailles,Rare,https://www.wowhead.com/mop-classic/fr/item= 85789
 85852, Cape de frappe rapide,Travail du Cuir, Cape,Rare,https://www.wowhead.com/mop-classic/fr/item= 85852
 93429, Corde de précision artisanale du gladiateur effroyable,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93429
 93460, Garde-jambes artisanaux du gladiateur effroyable en peau de dragon,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 93460
 93573, Spallières en cuir artisanales du gladiateur effroyable,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 93573
 98770, Crispins de prouesse artisanaux du gladiateur malveillant,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 98770
 82923, Cuissards de garde-esprit ouvragés,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82923
 82934, Ceinture forgée par les fantômes,Fabriqué, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82934
 83806, Pendentif en opale du tigre,Joaillerie, Amulette,Rare,https://www.wowhead.com/mop-classic/fr/item= 83806
 90477, Tunique en éolaine,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 90477
 93457, Epaulières artisanales du gladiateur effroyable en plaques d’effroi,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 93457
 93459, Heaume artisanal du gladiateur effroyable en peau de dragon,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 93459
 76583, Alexandrite radieuse parfaite,Joaillerie, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76583
 82939, Cuissards ouvragés en sanctacier,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82939
 82951, Heaume spirituel de belligérant,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82951
 82958, Ceinture spirituelle de belligérant,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82958
 83803, Amulette brise-golem,Joaillerie, Amulette,Rare,https://www.wowhead.com/mop-classic/fr/item= 83803
 85790, Bottes de belligérant en écailles de dragon,Travail du Cuir, Armures en mailles,Rare,https://www.wowhead.com/mop-classic/fr/item= 85790
 85795, Jambières de belligérant en écailles de dragon,Travail du Cuir, Armures en mailles,Rare,https://www.wowhead.com/mop-classic/fr/item= 85795
 93458, Gants artisanaux du gladiateur effroyable en peau de dragon,Travail du Cuir, Armures en cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 93458
 93554, Mantelet artisanal du gladiateur effroyable en étoffe lunaire,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93554
